"Géographie";"Niveau Géo";"Activité économique";"Taille en tranches d'effectifs";"Forme légale avec versant de la fonction publique";"Mesures de Flores";Période;Valeur
"Nozay";"Commune";"Total";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Bures-sur-Yvette";"Commune";"Total";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;123
"Igny";"Commune";"Industrie manufacturière, industries extractives et autres";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;2
"Gif-sur-Yvette";"Commune";"Services principalement marchands";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;2
"Linas";"Commune";"Construction";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;44
"Linas";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;27
"Bures-sur-Yvette";"Commune";"Agriculture, sylviculture et pêche";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Massy";"Commune";"Construction";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;7
"Longjumeau";"Commune";"Services principalement marchands";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;14
"Longjumeau";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Linas";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Marcoussis";"Commune";"Total";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;125
"Orsay";"Commune";"Services principalement marchands";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;401
"Saclay";"Commune";"Services principalement marchands";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;7
"Gometz-le-Châtel";"Commune";"Total";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;150
"Igny";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;18
"Marcoussis";"Commune";"Total";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;1354
"Orsay";"Commune";"Construction";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;4
"Montlhéry";"Commune";"Total";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;460
"Orsay";"Commune";"Construction";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Orsay";"Commune";"Agriculture, sylviculture et pêche";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Palaiseau";"Commune";"Services principalement marchands";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;34
"Orsay";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;136
"Nozay";"Commune";"Agriculture, sylviculture et pêche";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Bures-sur-Yvette";"Commune";"Industrie manufacturière, industries extractives et autres";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;3
"Igny";"Commune";"Services principalement marchands";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Igny";"Commune";"Services principalement marchands";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;172
"Igny";"Commune";"Services principalement marchands";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;3
"Saint-Aubin";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Saulx-les-Chartreux";"Commune";"Total";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;255
"Champlan";"Commune";"Construction";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;665
"Chilly-Mazarin";"Commune";"Total";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;65
"Gif-sur-Yvette";"Commune";"Services principalement marchands";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;27
"Palaiseau";"Commune";"Agriculture, sylviculture et pêche";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Nozay";"Commune";"Total";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;8
"Nozay";"Commune";"Total";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;162
"Linas";"Commune";"Agriculture, sylviculture et pêche";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Linas";"Commune";"Industrie manufacturière, industries extractives et autres";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;4
"Longjumeau";"Commune";"Industrie manufacturière, industries extractives et autres";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Saint-Aubin";"Commune";"Industrie manufacturière, industries extractives et autres";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Saclay";"Commune";"Agriculture, sylviculture et pêche";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Saulx-les-Chartreux";"Commune";"Construction";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;3
"Saulx-les-Chartreux";"Commune";"Construction";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;30
"Igny";"Commune";"Industrie manufacturière, industries extractives et autres";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;13
"Épinay-sur-Orge";"Commune";"Agriculture, sylviculture et pêche";"0 salarié";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Orsay";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;110
"Orsay";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;5312
"Saulx-les-Chartreux";"Commune";"Agriculture, sylviculture et pêche";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Chilly-Mazarin";"Commune";"Construction";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;123
"Saint-Aubin";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;2
"Saclay";"Commune";"Industrie manufacturière, industries extractives et autres";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;4
"Marcoussis";"Commune";"Industrie manufacturière, industries extractives et autres";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;19
"Linas";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;12
"Linas";"Commune";"Total";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Igny";"Commune";"Total";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;299
"Saulx-les-Chartreux";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;168
"Saulx-les-Chartreux";"Commune";"Industrie manufacturière, industries extractives et autres";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Bures-sur-Yvette";"Commune";"Services principalement marchands";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;62
"Épinay-sur-Orge";"Commune";"Construction";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;51
"Nozay";"Commune";"Agriculture, sylviculture et pêche";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;3
"Montlhéry";"Commune";"Construction";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;1
"Saulx-les-Chartreux";"Commune";"Total";"50 à 99 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;4
"Chilly-Mazarin";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;23
"Longjumeau";"Commune";"Services principalement marchands";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Saclay";"Commune";"Total";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;483
"Saint-Aubin";"Commune";"Services principalement marchands";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;99
"Saint-Aubin";"Commune";"Agriculture, sylviculture et pêche";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
"Igny";"Commune";"Total";"1 à 4 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;148
"Gif-sur-Yvette";"Commune";"Total";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;491
"Gif-sur-Yvette";"Commune";"Total";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;376
"Gif-sur-Yvette";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;4
"Igny";"Commune";"Services principalement marchands";"5 à 9 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;193
"Saclay";"Commune";"Agriculture, sylviculture et pêche";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Saint-Aubin";"Commune";"Services principalement marchands";"200 à 499 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;443
"Saulx-les-Chartreux";"Commune";"Services principalement marchands";"100 à 199 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Palaiseau";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;14
"Orsay";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"500 salariés et plus";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;3796
"Marcoussis";"Commune";"Agriculture, sylviculture et pêche";"10 à 19 salariés";"Ensemble hors particuliers employeurs";"Établissements";2023;0
"Massy";"Commune";"Services principalement marchands";"Total";"Ensemble hors particuliers employeurs";"Établissements";2023;1197
"Saint-Aubin";"Commune";"Administration publique, enseignement, santé humaine et action sociale";"20 à 49 salariés";"Ensemble hors particuliers employeurs";"Effectifs présents la dernière semaine de décembre";2023;0
